timestamp,actual_consumption,actual_pv,price_buy,price_sell,heat_load,cool_load,gas,pv_c
2020-01-09 21:00:00-07:00,1098.66811,-0.075,0.049,0.031,3205.934904,161.2327171,9.51,0
2020-01-09 22:00:00-07:00,914.9142412,-0.075,0.031,0.031,3519.159876,157.6332533,9.51,0
2020-01-09 23:00:00-07:00,796.050197,-0.075,0.031,0.031,3829.758405,147.4695591,9.51,0
2020-01-10 00:00:00-07:00,657.4094446,-0.075,0.031,0.031,4146.082348,137.6408448,9.51,0
2020-01-10 01:00:00-07:00,608.3671742,-0.075,0.031,0.031,4343.979756,126.809623,9.51,0
2020-01-10 02:00:00-07:00,593.5024025,-0.075,0.031,0.031,4533.201867,117.6683375,9.51,0
2020-01-10 03:00:00-07:00,592.3429955,-0.075,0.031,0.031,4677.645901,110.1799929,9.51,0
2020-01-10 04:00:00-07:00,683.8006599,-0.075,0.031,0.031,4769.678392,103.0878236,9.51,0
2020-01-10 05:00:00-07:00,712.727065,-0.075,0.031,0.031,5182.345174,97.22432831,9.51,0
2020-01-10 06:00:00-07:00,1061.612879,-0.075,0.049,0.031,5345.742723,93.51817837,9.51,0
2020-01-10 07:00:00-07:00,1254.562144,-0.075,0.049,0.031,4842.208668,97.93985914,9.51,2.2
2020-01-10 08:00:00-07:00,1241.171947,85.92159442,0.049,0.031,4119.879074,126.6202205,9.51,39.82
2020-01-10 09:00:00-07:00,1159.282536,70.74317865,0.049,0.031,3315.603658,185.5408106,9.51,51.04
2020-01-10 10:00:00-07:00,1161.465628,155.592151,0.049,0.031,2980.552698,261.3432219,9.51,102.08
2020-01-10 11:00:00-07:00,1143.382518,167.1505722,0.049,0.031,2083.273068,319.2311789,9.51,117.04
2020-01-10 12:00:00-07:00,1121.883445,167.4194977,0.049,0.031,1529.979816,347.1191698,9.51,118.58
2020-01-10 13:00:00-07:00,1096.622895,156.3173472,0.049,0.031,1169.781862,351.9137704,9.51,106.7
2020-01-10 14:00:00-07:00,1089.135354,133.7011824,0.049,0.031,992.479829,357.2883253,9.51,82.28
2020-01-10 15:00:00-07:00,1120.769592,95.6201363,0.049,0.031,1061.834416,358.9327059,9.51,48.18
2020-01-10 16:00:00-07:00,1246.504659,28.77628699,0.049,0.031,1507.25374,348.8019933,9.51,11
2020-01-10 17:00:00-07:00,1464.708849,-0.075,0.049,0.031,2269.116949,287.0620666,9.51,0
2020-01-10 18:00:00-07:00,1379.12133,-0.075,0.049,0.031,2201.883467,242.1263309,9.51,0
2020-01-10 19:00:00-07:00,1375.90413,-0.075,0.049,0.031,2458.472754,215.0492695,9.51,0
2020-01-10 20:00:00-07:00,1177.179124,-0.075,0.049,0.031,2772.780791,210.9431462,9.51,0
